salesorderid,customerid,orderdate,orderquantity,productid,unitprice,linetotal
44388,17924,2011-09-11,1,749,3578.27,3578.27
44389,17925,2011-09-11,1,752,3578.27,3578.27
44390,17353,2011-09-11,1,753,3578.27,3578.27
44391,17730,2011-09-11,1,752,3578.27,3578.27
44392,17910,2011-09-11,1,753,3578.27,3578.27
44393,29398,2011-09-12,1,772,3399.99,3399.99
44394,28246,2011-09-12,1,752,3578.27,3578.27
44395,28339,2011-09-12,1,753,3578.27,3578.27
44396,25901,2011-09-12,1,772,3399.99,3399.99
44397,14596,2011-09-12,1,764,699.0982,699.0982
44398,17733,2011-09-12,1,751,3578.27,3578.27
44399,28240,2011-09-13,1,750,3578.27,3578.27
44400,28588,2011-09-13,1,751,3578.27,3578.27
44401,17515,2011-09-13,1,751,3578.27,3578.27
44402,13666,2011-09-14,1,753,3578.27,3578.27
44403,19844,2011-09-14,1,777,3374.99,3374.99
44404,28221,2011-09-15,1,753,3578.27,3578.27
44405,28224,2011-09-15,1,749,3578.27,3578.27
44406,28299,2011-09-15,1,752,3578.27,3578.27
44407,11077,2011-09-15,1,778,3374.99,3374.99
44408,11103,2011-09-15,1,778,3374.99,3374.99
44409,25563,2011-09-15,1,759,699.0982,699.0982
44410,28223,2011-09-16,1,749,3578.27,3578.27
44411,28584,2011-09-16,1,751,3578.27,3578.27
44412,11100,2011-09-16,1,776,3374.99,3374.99
44413,13606,2011-09-17,1,749,3578.27,3578.27
44414,28340,2011-09-17,1,750,3578.27,3578.27
44415,28355,2011-09-17,1,751,3578.27,3578.27
44416,11069,2011-09-17,1,772,3399.99,3399.99
44417,17917,2011-09-17,1,750,3578.27,3578.27
44418,17919,2011-09-17,1,750,3578.27,3578.27
44419,17352,2011-09-17,1,749,3578.27,3578.27
44420,17512,2011-09-17,1,750,3578.27,3578.27
44421,13607,2011-09-18,1,752,3578.27,3578.27
44422,19353,2011-09-18,1,762,699.0982,699.0982
44423,28586,2011-09-18,1,752,3578.27,3578.27
44424,17916,2011-09-18,1,751,3578.27,3578.27
44425,17504,2011-09-18,1,750,3578.27,3578.27
44426,13770,2011-09-19,1,753,3578.27,3578.27
44427,14146,2011-09-19,1,753,3578.27,3578.27
44428,28362,2011-09-19,1,752,3578.27,3578.27
44429,28583,2011-09-19,1,753,3578.27,3578.27
44430,17927,2011-09-19,1,752,3578.27,3578.27
44431,17725,2011-09-19,1,751,3578.27,3578.27
44432,14165,2011-09-20,1,753,3578.27,3578.27
44433,28270,2011-09-20,1,751,3578.27,3578.27
44434,28580,2011-09-20,1,749,3578.27,3578.27
44435,28573,2011-09-21,1,751,3578.27,3578.27
44436,26630,2011-09-21,1,760,699.0982,699.0982
44437,11076,2011-09-21,1,771,3399.99,3399.99
44438,17909,2011-09-21,1,751,3578.27,3578.27
44439,14195,2011-09-22,1,749,3578.27,3578.27
44440,12261,2011-09-22,1,751,3578.27,3578.27
44441,22118,2011-09-22,1,751,3578.27,3578.27
44442,14599,2011-09-22,1,766,699.0982,699.0982
44443,17370,2011-09-22,1,749,3578.27,3578.27
44444,13697,2011-09-24,1,750,3578.27,3578.27
44445,17478,2011-09-25,1,753,3578.27,3578.27
44446,17914,2011-09-25,1,752,3578.27,3578.27
44447,12265,2011-09-26,1,751,3578.27,3578.27
44448,28264,2011-09-26,1,750,3578.27,3578.27
44449,28293,2011-09-26,1,751,3578.27,3578.27
44450,28294,2011-09-26,1,749,3578.27,3578.27
44451,28295,2011-09-26,1,752,3578.27,3578.27
44452,20164,2011-09-26,1,765,699.0982,699.0982
44453,17923,2011-09-26,1,749,3578.27,3578.27
44454,17926,2011-09-26,1,749,3578.27,3578.27
44455,17513,2011-09-26,1,751,3578.27,3578.27
44456,25560,2011-09-26,1,759,699.0982,699.0982
44457,28196,2011-09-27,1,750,3578.27,3578.27
44458,28247,2011-09-27,1,753,3578.27,3578.27
44459,28288,2011-09-27,1,753,3578.27,3578.27
44460,20150,2011-09-27,1,766,699.0982,699.0982
44461,17918,2011-09-27,1,752,3578.27,3578.27
44462,14155,2011-09-28,1,750,3578.27,3578.27
44463,19340,2011-09-28,1,765,699.0982,699.0982
44464,22120,2011-09-28,1,753,3578.27,3578.27
44465,14613,2011-09-28,1,759,699.0982,699.0982
44466,26640,2011-09-28,1,766,699.0982,699.0982
44467,11070,2011-09-28,1,773,3399.99,3399.99
44468,11075,2011-09-28,1,778,3374.99,3374.99
44469,17734,2011-09-28,1,753,3578.27,3578.27
44470,17735,2011-09-28,1,752,3578.27,3578.27
44471,25561,2011-09-28,1,760,699.0982,699.0982
44472,13685,2011-09-29,1,751,3578.27,3578.27
44473,28255,2011-09-29,1,751,3578.27,3578.27
44474,14601,2011-09-29,1,764,699.0982,699.0982
44475,11101,2011-09-29,1,772,3399.99,3399.99
44476,17913,2011-09-29,1,753,3578.27,3578.27
44477,17922,2011-09-29,1,749,3578.27,3578.27
44478,17726,2011-09-29,1,753,3578.27,3578.27
44479,29391,2011-09-30,1,777,3374.99,3374.99
44480,25891,2011-09-30,1,777,3374.99,3374.99
44571,29448,2011-10-01,1,774,3399.99,3399.99
44572,28664,2011-10-01,1,753,3578.27,3578.27
44573,25917,2011-10-01,1,774,3399.99,3399.99
44574,11107,2011-10-01,1,776,3374.99,3374.99
44575,11110,2011-10-01,1,771,3399.99,3399.99
44576,28660,2011-10-01,1,752,3578.27,3578.27
44577,28667,2011-10-02,1,753,3578.27,3578.27
44578,28653,2011-10-02,1,753,3578.27,3578.27
44579,28662,2011-10-02,1,751,3578.27,3578.27
44580,13782,2011-10-03,1,753,3578.27,3578.27
44581,11108,2011-10-03,1,775,3374.99,3374.99
44582,11134,2011-10-03,1,773,3399.99,3399.99
44583,18210,2011-10-03,1,749,3578.27,3578.27
44584,28671,2011-10-04,1,752,3578.27,3578.27
44585,28790,2011-10-04,1,751,3578.27,3578.27
44586,28794,2011-10-04,1,753,3578.27,3578.27
44587,28627,2011-10-04,1,750,3578.27,3578.27
44588,26683,2011-10-04,1,770,699.0982,699.0982
44589,11104,2011-10-04,1,773,3399.99,3399.99
44590,13795,2011-10-05,1,749,3578.27,3578.27
44591,17987,2011-10-05,1,764,699.0982,699.0982
44592,28761,2011-10-05,1,753,3578.27,3578.27
44593,28645,2011-10-05,1,752,3578.27,3578.27
44594,18250,2011-10-05,1,749,3578.27,3578.27
44595,11124,2011-10-05,1,772,3399.99,3399.99
44596,18238,2011-10-05,1,752,3578.27,3578.27
44597,12290,2011-10-06,1,749,3578.27,3578.27
44598,29400,2011-10-06,1,775,3374.99,3374.99
44599,28792,2011-10-06,1,749,3578.27,3578.27
44600,18243,2011-10-06,1,753,3578.27,3578.27
44601,11117,2011-10-06,1,772,3399.99,3399.99
44602,14702,2011-10-07,1,753,3578.27,3578.27
44603,20167,2011-10-07,1,770,699.0982,699.0982
44604,19364,2011-10-07,1,760,699.0982,699.0982
44605,28672,2011-10-07,1,753,3578.27,3578.27
44606,28772,2011-10-07,1,752,3578.27,3578.27
44607,28774,2011-10-07,1,749,3578.27,3578.27
44608,18200,2011-10-07,1,752,3578.27,3578.27
44609,18220,2011-10-07,1,750,3578.27,3578.27
44610,18241,2011-10-07,1,752,3578.27,3578.27
44611,13778,2011-10-08,1,753,3578.27,3578.27
44612,28675,2011-10-08,1,750,3578.27,3578.27
44613,28628,2011-10-08,1,752,3578.27,3578.27
44614,28650,2011-10-08,1,751,3578.27,3578.27
44615,28654,2011-10-08,1,753,3578.27,3578.27
44616,28655,2011-10-08,1,753,3578.27,3578.27
44617,28666,2011-10-08,1,752,3578.27,3578.27
44618,18205,2011-10-08,1,753,3578.27,3578.27
44619,13789,2011-10-09,1,751,3578.27,3578.27
44620,18204,2011-10-09,1,751,3578.27,3578.27
44621,18217,2011-10-09,1,752,3578.27,3578.27
44622,13771,2011-10-09,1,750,3578.27,3578.27
44623,12301,2011-10-10,1,751,3578.27,3578.27
44624,19357,2011-10-10,1,770,699.0982,699.0982
44625,28658,2011-10-10,1,753,3578.27,3578.27
44626,18272,2011-10-10,1,752,3578.27,3578.27
44627,11109,2011-10-10,1,776,3374.99,3374.99
44628,11356,2011-10-10,1,775,3374.99,3374.99
44629,18209,2011-10-10,1,750,3578.27,3578.27
44630,28765,2011-10-11,1,751,3578.27,3578.27
44631,28629,2011-10-11,1,749,3578.27,3578.27
44632,18196,2011-10-11,1,753,3578.27,3578.27
44633,18203,2011-10-11,1,749,3578.27,3578.27
44634,18213,2011-10-11,1,750,3578.27,3578.27
44635,18218,2011-10-11,1,749,3578.27,3578.27
44636,14705,2011-10-12,1,753,3578.27,3578.27
44637,28644,2011-10-12,1,750,3578.27,3578.27
44638,28651,2011-10-12,1,749,3578.27,3578.27
44639,14617,2011-10-12,1,764,699.0982,699.0982
44640,18246,2011-10-12,1,752,3578.27,3578.27
44641,18255,2011-10-12,1,752,3578.27,3578.27
44642,25567,2011-10-12,1,764,699.0982,699.0982
44643,12280,2011-10-13,1,753,3578.27,3578.27
44644,12279,2011-10-13,1,750,3578.27,3578.27
44645,11344,2011-10-13,1,771,3399.99,3399.99
44646,29449,2011-10-13,1,771,3399.99,3399.99
44647,28770,2011-10-13,1,751,3578.27,3578.27
44648,25916,2011-10-13,1,771,3399.99,3399.99
44649,25924,2011-10-13,1,771,3399.99,3399.99
44650,11147,2011-10-13,1,778,3374.99,3374.99
44651,14720,2011-10-14,1,752,3578.27,3578.27
44652,28407,2011-10-14,1,777,3374.99,3374.99
44653,20170,2011-10-14,1,762,699.0982,699.0982
44654,28619,2011-10-14,1,752,3578.27,3578.27
44655,11105,2011-10-14,1,773,3399.99,3399.99
44656,18275,2011-10-14,1,750,3578.27,3578.27
44657,11120,2011-10-14,1,777,3374.99,3374.99
44658,18201,2011-10-14,1,751,3578.27,3578.27
44659,18208,2011-10-14,1,752,3578.27,3578.27
44660,28775,2011-10-15,1,749,3578.27,3578.27
44661,14639,2011-10-15,1,767,699.0982,699.0982
44662,11151,2011-10-15,1,776,3374.99,3374.99
44663,18212,2011-10-15,1,752,3578.27,3578.27
44664,18222,2011-10-15,1,750,3578.27,3578.27
44665,25564,2011-10-15,1,766,699.0982,699.0982
44666,28763,2011-10-16,1,752,3578.27,3578.27
44667,28795,2011-10-16,1,749,3578.27,3578.27
44668,28621,2011-10-16,1,752,3578.27,3578.27
44669,25942,2011-10-16,1,777,3374.99,3374.99
44670,18245,2011-10-16,1,752,3578.27,3578.27
44671,18268,2011-10-16,1,750,3578.27,3578.27
44672,18207,2011-10-16,1,749,3578.27,3578.27
44673,13790,2011-10-17,1,753,3578.27,3578.27
44674,28635,2011-10-17,1,753,3578.27,3578.27
44675,25566,2011-10-17,1,767,699.0982,699.0982
44676,18198,2011-10-17,1,751,3578.27,3578.27
44677,22233,2011-10-18,1,749,3578.27,3578.27
44678,22121,2011-10-18,1,749,3578.27,3578.27
44679,11106,2011-10-18,1,773,3399.99,3399.99
44680,12296,2011-10-19,1,751,3578.27,3578.27
44681,17982,2011-10-19,1,770,699.0982,699.0982
44682,28797,2011-10-19,1,749,3578.27,3578.27
44683,28799,2011-10-19,1,751,3578.27,3578.27
44684,28643,2011-10-19,1,749,3578.27,3578.27
44685,18249,2011-10-19,1,749,3578.27,3578.27
44686,14712,2011-10-20,1,752,3578.27,3578.27
44687,20172,2011-10-20,1,770,699.0982,699.0982
44688,18244,2011-10-20,1,749,3578.27,3578.27
44689,18269,2011-10-20,1,749,3578.27,3578.27
44690,11111,2011-10-20,1,771,3399.99,3399.99
44691,28414,2011-10-21,1,773,3399.99,3399.99
44692,28670,2011-10-21,1,750,3578.27,3578.27
44693,28676,2011-10-21,1,750,3578.27,3578.27
44694,22232,2011-10-21,1,750,3578.27,3578.27
44695,19855,2011-10-21,1,773,3399.99,3399.99
44696,18254,2011-10-21,1,752,3578.27,3578.27
44697,18219,2011-10-22,1,749,3578.27,3578.27
44698,25565,2011-10-22,1,762,699.0982,699.0982
44699,22234,2011-10-23,1,752,3578.27,3578.27
44700,28769,2011-10-23,1,753,3578.27,3578.27
44701,14636,2011-10-23,1,767,699.0982,699.0982
44702,18260,2011-10-23,1,753,3578.27,3578.27
44703,12300,2011-10-24,1,750,3578.27,3578.27
44704,29403,2011-10-24,1,777,3374.99,3374.99
44705,28678,2011-10-24,1,750,3578.27,3578.27
44706,28618,2011-10-24,1,750,3578.27,3578.27
44707,28649,2011-10-24,1,750,3578.27,3578.27
44708,25909,2011-10-24,1,777,3374.99,3374.99
44709,18240,2011-10-24,1,750,3578.27,3578.27
44710,28674,2011-10-25,1,752,3578.27,3578.27
44711,18248,2011-10-25,1,749,3578.27,3578.27
44712,11112,2011-10-25,1,775,3374.99,3374.99
44713,22128,2011-10-26,1,752,3578.27,3578.27
44714,28657,2011-10-26,1,752,3578.27,3578.27
44715,22182,2011-10-26,1,753,3578.27,3578.27
44716,22230,2011-10-26,1,753,3578.27,3578.27
44717,14616,2011-10-26,1,767,699.0982,699.0982
44718,18239,2011-10-26,1,753,3578.27,3578.27
44719,14700,2011-10-27,1,752,3578.27,3578.27
44720,28625,2011-10-27,1,750,3578.27,3578.27
44721,26643,2011-10-27,1,770,699.0982,699.0982
44722,13774,2011-10-28,1,749,3578.27,3578.27
44723,29410,2011-10-28,1,772,3399.99,3399.99
44724,28665,2011-10-28,1,753,3578.27,3578.27
44725,25910,2011-10-28,1,772,3399.99,3399.99
44726,14614,2011-10-28,1,765,699.0982,699.0982
44727,18273,2011-10-28,1,752,3578.27,3578.27
44728,11126,2011-10-28,1,771,3399.99,3399.99
44729,12307,2011-10-29,1,749,3578.27,3578.27
44730,14697,2011-10-29,1,750,3578.27,3578.27
44731,28661,2011-10-29,1,751,3578.27,3578.27
44732,18251,2011-10-29,1,751,3578.27,3578.27
44733,18214,2011-10-29,1,752,3578.27,3578.27
44734,12285,2011-10-30,1,752,3578.27,3578.27
44735,28673,2011-10-30,1,750,3578.27,3578.27
44736,14634,2011-10-30,1,763,699.0982,699.0982
44737,18242,2011-10-30,1,753,3578.27,3578.27
44738,18252,2011-10-30,1,752,3578.27,3578.27
44739,18202,2011-10-30,1,751,3578.27,3578.27
44803,12383,2011-10-31,1,749,3578.27,3578.27
44804,28829,2011-10-31,1,749,3578.27,3578.27
44805,29011,2011-10-31,1,753,3578.27,3578.27
44806,18452,2011-10-31,1,750,3578.27,3578.27
44807,11365,2011-10-31,1,777,3374.99,3374.99
44808,13836,2011-11-01,1,750,3578.27,3578.27
44809,20552,2011-11-01,1,770,699.0982,699.0982
44810,29126,2011-11-01,1,750,3578.27,3578.27
44811,22732,2011-11-01,1,750,3578.27,3578.27
44812,28988,2011-11-01,1,753,3578.27,3578.27
44813,18695,2011-11-01,1,751,3578.27,3578.27
44814,18281,2011-11-01,1,752,3578.27,3578.27
44815,11444,2011-11-01,1,778,3374.99,3374.99
44816,12321,2011-11-02,1,751,3578.27,3578.27
44817,14777,2011-11-02,1,751,3578.27,3578.27
44818,28827,2011-11-02,1,752,3578.27,3578.27
44819,28853,2011-11-02,1,752,3578.27,3578.27
44820,25972,2011-11-02,1,777,3374.99,3374.99
44821,25975,2011-11-02,1,772,3399.99,3399.99
44822,18486,2011-11-02,1,750,3578.27,3578.27
44823,18488,2011-11-02,1,752,3578.27,3578.27
44824,18694,2011-11-02,1,751,3578.27,3578.27
44825,18309,2011-11-02,1,751,3578.27,3578.27
44826,12308,2011-11-03,1,753,3578.27,3578.27
44827,25973,2011-11-03,1,771,3399.99,3399.99
44828,28997,2011-11-03,1,751,3578.27,3578.27
44829,14643,2011-11-03,1,766,699.0982,699.0982
44830,18337,2011-11-03,1,753,3578.27,3578.27
44831,29467,2011-11-04,1,777,3374.99,3374.99
44832,28804,2011-11-04,1,750,3578.27,3578.27
44833,28842,2011-11-04,1,749,3578.27,3578.27
44834,25952,2011-11-04,1,777,3374.99,3374.99
44835,18338,2011-11-04,1,750,3578.27,3578.27
44836,18465,2011-11-04,1,753,3578.27,3578.27
44837,13808,2011-11-05,1,751,3578.27,3578.27
44838,14138,2011-11-05,1,750,3578.27,3578.27
44839,28825,2011-11-05,1,753,3578.27,3578.27
44840,28857,2011-11-05,1,753,3578.27,3578.27
44841,18335,2011-11-05,1,753,3578.27,3578.27
44842,14140,2011-11-06,1,749,3578.27,3578.27
44843,29058,2011-11-06,1,751,3578.27,3578.27
44844,29139,2011-11-06,1,753,3578.27,3578.27
44845,28845,2011-11-06,1,752,3578.27,3578.27
44846,18334,2011-11-06,1,753,3578.27,3578.27
44847,11445,2011-11-06,1,773,3399.99,3399.99
44848,28418,2011-11-07,1,775,3374.99,3374.99
44849,17996,2011-11-07,1,760,699.0982,699.0982
44850,19417,2011-11-07,1,767,699.0982,699.0982
44851,22299,2011-11-07,1,749,3578.27,3578.27
44852,29128,2011-11-07,1,750,3578.27,3578.27
44853,19874,2011-11-07,1,775,3374.99,3374.99
44854,29004,2011-11-07,1,750,3578.27,3578.27
44855,26692,2011-11-07,1,759,699.0982,699.0982
44856,14651,2011-11-07,1,763,699.0982,699.0982
44857,18484,2011-11-07,1,749,3578.27,3578.27
44858,18487,2011-11-07,1,751,3578.27,3578.27
44859,18495,2011-11-07,1,749,3578.27,3578.27
44860,18693,2011-11-07,1,749,3578.27,3578.27
44861,18288,2011-11-07,1,753,3578.27,3578.27
44862,18457,2011-11-07,1,752,3578.27,3578.27
44863,18467,2011-11-07,1,749,3578.27,3578.27
44864,11364,2011-11-07,1,775,3374.99,3374.99
44865,11372,2011-11-07,1,778,3374.99,3374.99
44866,11443,2011-11-07,1,777,3374.99,3374.99
44867,14793,2011-11-08,1,752,3578.27,3578.27
44868,28852,2011-11-08,1,752,3578.27,3578.27
44869,18700,2011-11-08,1,751,3578.27,3578.27
44870,18301,2011-11-08,1,750,3578.27,3578.27
44871,11363,2011-11-08,1,772,3399.99,3399.99
44872,29111,2011-11-09,1,751,3578.27,3578.27
44873,28828,2011-11-09,1,751,3578.27,3578.27
44874,18004,2011-11-10,1,759,699.0982,699.0982
44875,29048,2011-11-10,1,752,3578.27,3578.27
44876,29056,2011-11-10,1,751,3578.27,3578.27
44877,29136,2011-11-10,1,750,3578.27,3578.27
44878,28807,2011-11-10,1,750,3578.27,3578.27
44879,28833,2011-11-10,1,749,3578.27,3578.27
44880,18470,2011-11-10,1,750,3578.27,3578.27
44881,18496,2011-11-10,1,752,3578.27,3578.27
44882,18703,2011-11-10,1,750,3578.27,3578.27
44883,18296,2011-11-10,1,753,3578.27,3578.27
44884,18308,2011-11-10,1,751,3578.27,3578.27
44885,14833,2011-11-11,1,749,3578.27,3578.27
44886,29108,2011-11-11,1,753,3578.27,3578.27
44887,28821,2011-11-11,1,749,3578.27,3578.27
44888,28838,2011-11-11,1,749,3578.27,3578.27
44889,11351,2011-11-12,1,775,3374.99,3374.99
44890,11381,2011-11-12,1,773,3399.99,3399.99
44891,28847,2011-11-12,1,749,3578.27,3578.27
44892,22267,2011-11-12,1,752,3578.27,3578.27
44893,28856,2011-11-12,1,753,3578.27,3578.27
44894,25943,2011-11-12,1,775,3374.99,3374.99
44895,25951,2011-11-12,1,778,3374.99,3374.99
44896,25964,2011-11-12,1,773,3399.99,3399.99
44897,18696,2011-11-12,1,753,3578.27,3578.27
44898,18307,2011-11-12,1,749,3578.27,3578.27
44899,11353,2011-11-12,1,778,3374.99,3374.99
44900,14778,2011-11-13,1,753,3578.27,3578.27
44901,12332,2011-11-13,1,752,3578.27,3578.27
44902,13829,2011-11-13,1,753,3578.27,3578.27
44903,18284,2011-11-13,1,752,3578.27,3578.27
44904,11359,2011-11-13,1,777,3374.99,3374.99
44905,13822,2011-11-14,1,751,3578.27,3578.27
44906,14832,2011-11-14,1,750,3578.27,3578.27
44907,19415,2011-11-14,1,761,699.0982,699.0982
44908,29032,2011-11-14,1,753,3578.27,3578.27
44909,28840,2011-11-14,1,749,3578.27,3578.27
44910,25969,2011-11-14,1,771,3399.99,3399.99
44911,25976,2011-11-14,1,776,3374.99,3374.99
44912,28966,2011-11-14,1,749,3578.27,3578.27
44913,18468,2011-11-14,1,750,3578.27,3578.27
44914,18491,2011-11-14,1,750,3578.27,3578.27
44915,18461,2011-11-14,1,751,3578.27,3578.27
44916,18463,2011-11-14,1,750,3578.27,3578.27
44917,13842,2011-11-15,1,749,3578.27,3578.27
44918,29466,2011-11-15,1,777,3374.99,3374.99
44919,29017,2011-11-15,1,749,3578.27,3578.27
44920,14648,2011-11-15,1,768,699.0982,699.0982
44921,18489,2011-11-15,1,751,3578.27,3578.27
44922,18277,2011-11-15,1,753,3578.27,3578.27
44923,18336,2011-11-15,1,751,3578.27,3578.27
44924,28830,2011-11-16,1,749,3578.27,3578.27
44925,18493,2011-11-16,1,752,3578.27,3578.27
44926,25706,2011-11-16,1,763,699.0982,699.0982
44927,11448,2011-11-16,1,775,3374.99,3374.99
44928,14843,2011-11-17,1,753,3578.27,3578.27
44929,12398,2011-11-17,1,751,3578.27,3578.27
44930,29110,2011-11-17,1,751,3578.27,3578.27
44931,28849,2011-11-17,1,751,3578.27,3578.27
44932,18303,2011-11-17,1,751,3578.27,3578.27
44933,18276,2011-11-17,1,751,3578.27,3578.27
44934,14771,2011-11-18,1,751,3578.27,3578.27
44935,12333,2011-11-18,1,751,3578.27,3578.27
44936,29044,2011-11-18,1,751,3578.27,3578.27
44937,22251,2011-11-18,1,750,3578.27,3578.27
44938,28851,2011-11-18,1,753,3578.27,3578.27
44939,28993,2011-11-18,1,753,3578.27,3578.27
44940,18490,2011-11-18,1,750,3578.27,3578.27
44941,18697,2011-11-18,1,749,3578.27,3578.27
44942,18701,2011-11-18,1,749,3578.27,3578.27
44943,25568,2011-11-18,1,764,699.0982,699.0982
44944,25707,2011-11-18,1,765,699.0982,699.0982
44945,25710,2011-11-18,1,760,699.0982,699.0982
44946,11357,2011-11-18,1,776,3374.99,3374.99
44947,11446,2011-11-18,1,773,3399.99,3399.99
44948,12395,2011-11-19,1,751,3578.27,3578.27
44949,29474,2011-11-19,1,776,3374.99,3374.99
44950,28835,2011-11-19,1,752,3578.27,3578.27
44951,28843,2011-11-19,1,750,3578.27,3578.27
44952,25955,2011-11-19,1,776,3374.99,3374.99
44953,28859,2011-11-19,1,751,3578.27,3578.27
44954,28990,2011-11-19,1,749,3578.27,3578.27
44955,25709,2011-11-19,1,770,699.0982,699.0982
44956,11449,2011-11-19,1,778,3374.99,3374.99
44957,22247,2011-11-20,1,749,3578.27,3578.27
44958,20173,2011-11-20,1,765,699.0982,699.0982
44959,29019,2011-11-20,1,751,3578.27,3578.27
44960,22373,2011-11-20,1,753,3578.27,3578.27
44961,29060,2011-11-20,1,752,3578.27,3578.27
44962,28831,2011-11-20,1,749,3578.27,3578.27
44963,25974,2011-11-20,1,773,3399.99,3399.99
44964,14647,2011-11-20,1,766,699.0982,699.0982
44965,14649,2011-11-20,1,765,699.0982,699.0982
44966,18458,2011-11-20,1,753,3578.27,3578.27
44967,14794,2011-11-21,1,749,3578.27,3578.27
44968,19365,2011-11-21,1,770,699.0982,699.0982
44969,22713,2011-11-21,1,751,3578.27,3578.27
44970,28820,2011-11-21,1,751,3578.27,3578.27
44971,28989,2011-11-21,1,752,3578.27,3578.27
44972,29016,2011-11-21,1,750,3578.27,3578.27
44973,18482,2011-11-21,1,753,3578.27,3578.27
44974,14776,2011-11-22,1,751,3578.27,3578.27
44975,28823,2011-11-22,1,750,3578.27,3578.27
44976,28824,2011-11-22,1,750,3578.27,3578.27
44977,29010,2011-11-22,1,752,3578.27,3578.27
44978,14652,2011-11-22,1,760,699.0982,699.0982
44979,18469,2011-11-22,1,749,3578.27,3578.27
44980,18699,2011-11-22,1,749,3578.27,3578.27
44981,18462,2011-11-22,1,749,3578.27,3578.27
44982,29132,2011-11-23,1,751,3578.27,3578.27
44983,22252,2011-11-23,1,749,3578.27,3578.27
44984,29008,2011-11-23,1,753,3578.27,3578.27
44985,18692,2011-11-23,1,750,3578.27,3578.27
44986,25708,2011-11-23,1,763,699.0982,699.0982
44987,12323,2011-11-24,1,753,3578.27,3578.27
44988,17999,2011-11-24,1,768,699.0982,699.0982
44989,28854,2011-11-24,1,750,3578.27,3578.27
44990,14645,2011-11-24,1,768,699.0982,699.0982
44991,18698,2011-11-24,1,753,3578.27,3578.27
44992,18464,2011-11-24,1,750,3578.27,3578.27
44993,11368,2011-11-24,1,777,3374.99,3374.99
44994,28805,2011-11-25,1,750,3578.27,3578.27
44995,28841,2011-11-25,1,752,3578.27,3578.27
44996,25970,2011-11-25,1,776,3374.99,3374.99
